Rank	Pert_id	Drug	rRGES	moa
382	BRD-K59980915	BRD-K59980915	-0.49938235445945395	-
383	BRD-A80641450	FR-139317	-0.49936562895465525	-
384	BRD-K71534238	GW-9508	-0.49936322164860353	-
385	BRD-K60298136	ITE	-0.4993505915811952	-
386	BRD-K59574735	ubenimex	-0.49934592104421105	Leukotriene inhibitor
387	BRD-A82913781	BRD-A82913781	-0.49888261772537684	-
388	BRD-K25835021	BRD-K25835021	-0.4988124458050814	-
389	BRD-A43150328	penicillic-acid	-0.49876181150235477	Antibiotic
390	BRD-A64092382	mexiletine	-0.49869137328179414	Sodium channel inhibitor
391	BRD-A50675702	fipronil	-0.4986325755432103	Chloride channel blocker|GABA gated chloride channel blocker
392	BRD-K52914903	BRD-K52914903	-0.4986125711293769	-
393	BRD-K24754728	BRD-K24754728	-0.49858068501518327	-
394	BRD-A36010170	amcinonide	-0.4985366919163457	Glucocorticoid receptor agonist
395	BRD-A63346720	rimcazole	-0.49851433420302815	Sigma receptor antagonist
396	BRD-K38305202	domperidone	-0.4985122465127917	Dopamine receptor antagonist
397	BRD-K51896917	BRD-K51896917	-0.49851020412552305	-
398	BRD-K86565213	BRD-K86565213	-0.4984985123718237	-
399	BRD-K10136726	tosyllysyl-chloromethyl-ketone	-0.4983250254559317	-
400	BRD-K57044355	BRD-K57044355	-0.49830948210889536	-
401	BRD-K93605482	BRD-K93605482	-0.4981263816812406	-
402	BRD-K19922318	BRD-K19922318	-0.4981119167881337	-
403	BRD-K32645441	dipropyl-5ct	-0.49807738466181983	Serotonin receptor agonist
404	BRD-K11778372	BRD-K11778372	-0.4980651147301875	-
405	BRD-K24675965	LY-288513	-0.49803474918780627	-
406	BRD-K53855319	SRT-1720	-0.4979887696377533	-
407	BRD-K41775742	BRD-K41775742	-0.49797798455454073	-
408	BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	-0.4979301555008298	-
409	BRD-K25774147	BRD-K25774147	-0.4979008386106614	-
410	BRD-K17561142	amiodarone	-0.49787813816261317	Potassium channel blocker
411	BRD-K54906270	BRD-K54906270	-0.4978105521101981	-
412	BRD-K22630935	BRD-K22630935	-0.49778771409032674	-
413	BRD-K47825575	BRD-K47825575	-0.49749843847343606	-
414	BRD-K68103045	CGS-20625	-0.4974543562710828	-
415	BRD-A42759514	ornidazole	-0.49731846945290287	Antiprotozoal
416	BRD-K24214483	BRD-K24214483	-0.4972854172721165	-
417	BRD-K39746403	erythromycin	-0.4972797566504803	NFKB pathway inhibitor
418	BRD-K06585517	RAN-29	-0.49727604812553944	-
419	BRD-K57836103	BRD-K57836103	-0.49700928593063914	-
420	BRD-K94137285	JPR-3-97-17	-0.4969616987516851	-
421	BRD-K32247306	primidone	-0.4969291226557786	GABA receptor antagonist
422	BRD-K01507359	rifampicin	-0.4968205343814531	RNA polymerase inhibitor
423	BRD-K82818427	batimastat	-0.4966867841565185	Matrix metalloprotease inhibitor
424	BRD-K63430059	methoxsalen	-0.4966858011389423	DNA inhibitor
425	BRD-A84524947	BRD-A84524947	-0.4966703195330821	-
426	BRD-A80151636	bromocriptine	-0.4965979431320907	Dopamine receptor agonist
427	BRD-K78844995	BRD-K78844995	-0.49655464088475554	-
428	BRD-A31575449	CGP-20712	-0.49654323673207357	-
429	BRD-K49712247	BRD-K49712247	-0.4964963094468934	-
430	BRD-A39522003	OMDM-2	-0.4963015377937361	-
431	BRD-A03946276	BRD-A03946276	-0.4962403769616416	-
432	BRD-A95869247	indapamide	-0.49603666977002125	Thiazide diuretic
433	BRD-K56699285	metergoline	-0.49592947303595786	Serotonin receptor antagonist
434	BRD-K14191038	JFD02227	-0.4959199281365894	-
435	BRD-A81541225	oligomycin-a	-0.4959136005487286	ATP synthase inhibitor
436	BRD-K42140106	VU-0405172-2	-0.4958037317167094	-
437	BRD-K06221026	DUP-697	-0.4957109955428246	-
438	BRD-K21733600	rofecoxib	-0.4956762533085583	Cyclooxygenase inhibitor
439	BRD-A17655518	ibuprofen	-0.49562815529852544	Cyclooxygenase inhibitor
440	BRD-K24023109	diltiazem	-0.4956265866430495	Calcium channel blocker
441	BRD-K94080537	diethyltoluamide	-0.4955616473463156	DEET, activator of fly antenna ionotropic receptor IR40a
442	BRD-A16311756	profenamine	-0.49553826244604054	Butyrylcholinesterase inhibitor|Cholinergic receptor antagonist
443	BRD-K49562544	BRD-K49562544	-0.4953913715554383	-
444	BRD-K60093216	BRD-K60093216	-0.4953803405205578	-
445	BRD-K64985742	BRD-K64985742	-0.4952682877662922	-
446	BRD-K37727696	BRD-K37727696	-0.4952376950003902	-
447	BRD-K25433859	maprotiline	-0.4951504049285372	Norepinephrine reuptake inhibitor|Tricyclic antidepressant
448	BRD-K24240364	GYKI-52466	-0.4950761343725703	-
449	BRD-K98004941	BRD-K98004941	-0.49496127568668435	-
450	BRD-K04710043	hexamethylenebisacetamide	-0.4948606081311108	AKT inhibitor|Differentiation inducer|NFKB inhibitor
451	BRD-K84895041	BMY-45778	-0.4947648366529644	-
452	BRD-K45542213	BRD-K45542213	-0.49476005774461923	-
453	BRD-K13032584	procarbazine	-0.4947279128516736	Monoamine oxidase inhibitor
454	BRD-A55565369	BRD-A55565369	-0.49438322145240066	-
455	BRD-K69097969	VU-0418939-2	-0.49438279495401494	-
456	BRD-K65261396	tacrolimus	-0.49429839559212146	Calcineurin inhibitor
457	BRD-K26863634	BIX-01338	-0.4942539086062091	-
458	BRD-K33308633	INCA-6	-0.49422073481340284	-
459	BRD-K73838513	cinacalcet	-0.49413594289799495	Calcium channel activator
460	BRD-K63165456	norcyclobenzaprine	-0.4940976054858109	Adrenergic receptor agonist|Serotonin receptor antagonist
461	BRD-K69608737	tacrolimus	-0.4940923795179305	Calcineurin inhibitor
462	BRD-K05452595	BRD-K05452595	-0.494063390792178	-
463	BRD-K89732114	trifluoperazine	-0.49393389545107824	Dopamine receptor antagonist
464	BRD-K48869804	icilin	-0.49392513746165395	TRPV agonist
465	BRD-A01960364	BRD-A01960364	-0.4938079837209448	-
466	BRD-K06020002	BRD-K06020002	-0.4937909152295074	-
467	BRD-K05673000	dicloxacillin	-0.49375161588769556	Bacterial cell wall synthesis inhibitor
468	BRD-A01643550	prednisolone	-0.4936844101683092	Glucocorticoid receptor agonist
469	BRD-K03857568	BRD-K03857568	-0.4936415972048474	-
470	BRD-K58141791	BRD-K58141791	-0.4934909384839909	-
471	BRD-K99515112	ST-4029010	-0.4934894077258557	-
472	BRD-K70327191	benzoxiquine	-0.49344449014602915	Anti-inflammatory
473	BRD-K71035033	masitinib	-0.4933427867657469	KIT inhibitor|PDGFR inhibitor|Src inhibitor
474	BRD-K70524666	BRD-K70524666	-0.4932933938028184	-
475	BRD-A76641868	BRD-A76641868	-0.49325542189308463	-
476	BRD-K25394294	oxaprozin	-0.49324994673441014	Cyclooxygenase inhibitor
477	BRD-K06980535	promazine	-0.49322831470945694	Dopamine receptor antagonist
478	BRD-K50360938	BRD-K50360938	-0.4931983254461439	-
479	BRD-K79092138	nitrofural	-0.49318128711068254	Bacterial DNA inhibitor
480	BRD-K12168891	BRD-K12168891	-0.493170854424052	-
481	BRD-K47709646	BRD-K47709646	-0.49314983622410924	-
482	BRD-K28112517	BRD-K28112517	-0.49312973092613244	-
483	BRD-K79779816	BRD-K79779816	-0.4931005499851237	-
484	BRD-K90735586	BRD-K90735586	-0.49302993450050103	-
485	BRD-K73707305	BRD-K73707305	-0.4930003219753449	-
486	BRD-K70883034	nimetazepam	-0.49295751893505046	GABA receptor agonist
487	BRD-K47659338	EMD-386088	-0.49292197193342807	-
488	BRD-K45330754	diethylstilbestrol	-0.49288637284499676	-
489	BRD-K70914287	BIBX-1382	-0.49288122639244825	-
490	BRD-K31600199	BRD-K31600199	-0.4927775869624374	-
491	BRD-K41652870	BRD-K41652870	-0.49275298396691325	-
492	BRD-K24426149	BRD-K24426149	-0.4926723807526689	-
493	BRD-K48311056	BRD-K48311056	-0.49257250349596354	-
494	BRD-K89839824	raltitrexed	-0.4925440594382566	Thymidylate synthase inhibitor
495	BRD-K62374253	rufloxacin	-0.4925099674974208	Bacterial DNA Gyrase inhibitor
496	BRD-A61189834	BRD-A61189834	-0.4925004955514263	-
497	BRD-K69406317	BRD-K69406317	-0.49231797206634875	-
498	BRD-A81233518	glycopyrrolate	-0.4922871176453971	Acetylcholine receptor antagonist
499	BRD-K03704870	BRD-K03704870	-0.49225588049629676	-
500	BRD-K97330509	SRC-kinase-inhibitor-II	-0.49222718579877517	-
501	BRD-A38747044	KU-14R	-0.4922017095126191	-
502	BRD-K57786095	BRD-K57786095	-0.49219520273076656	-
503	BRD-K91509126	piceatannol	-0.492148808524033	Syk inhibitor
504	BRD-A38898897	GW-311616	-0.4921216337681723	-
505	BRD-K86958018	olvanil	-0.4920387275932121	TRPV agonist
506	BRD-K91699951	benzonatate	-0.4920038843478928	Anesthetic - local
507	BRD-K58972465	BRD-K58972465	-0.4918966721357607	-
508	BRD-K06800040	BRD-K06800040	-0.4918597329953472	-
509	BRD-K96084870	DMBI	-0.49168047730157766	-
510	BRD-K88172511	naltrexone	-0.4916295053010536	Opioid receptor antagonist
511	BRD-K84855052	BRD-K84855052	-0.4915785975535672	-
512	BRD-K39111395	BCL2-inhibitor	-0.4915694935807834	-
513	BRD-K16057611	BRD-K16057611	-0.4915072014457186	-
514	BRD-A53576514	orphenadrine	-0.49145926372645754	Acetylcholine receptor antagonist
515	BRD-K03319035	maprotiline	-0.4912801590703501	Norepinephrine reuptake inhibitor|Tricyclic antidepressant
516	BRD-K13544237	r(-)-propylnorapomorphine	-0.49125571745480284	-
517	BRD-K33086940	JAS07-007	-0.4912215144991279	-
518	BRD-K16358524	BRD-K16358524	-0.491166644507532	-
519	BRD-K63350243	BRD-K63350243	-0.4911065600645161	-
520	BRD-A80386041	KUC103423N	-0.4910340664586625	-
521	BRD-K90999434	BRD-K90999434	-0.490993544495387	-
522	BRD-K24053527	dextromethorphan	-0.49095749673296457	-
523	BRD-K59419204	AM-281	-0.49081577582681885	-
524	BRD-K91671201	BRD-K91671201	-0.49080943115859205	-
525	BRD-K14842454	BRD-K14842454	-0.49080728906953325	-
526	BRD-K46272620	valyltryptophan	-0.490786621565301	-
527	BRD-K66404838	nalbuphine	-0.4906036572243375	Opioid receptor agonist|Opioid receptor antagonist
528	BRD-K79684402	RO-10-5824	-0.4905796234494267	-
529	BRD-A01826957	xanthinol	-0.4904962045910239	Vasodilator
530	BRD-A01320529	salmeterol	-0.4903978639886789	Adrenergic receptor agonist
531	BRD-K58900438	BRD-K58900438	-0.49030337346672587	-
532	BRD-K28362289	BRD-K28362289	-0.49018854712522775	-
533	BRD-K75458636	BRD-K75458636	-0.4901102174284399	-
534	BRD-K03816923	rottlerin	-0.49004509417247405	MAP kinase inhibitor|Protein kinase inhibitor
535	BRD-K20178228	BRD-K20178228	-0.4900143934379317	-
536	BRD-K55498981	ST-022313	-0.48999841727003207	-
537	BRD-K90789829	nefazodone	-0.48996274368797976	Serotonin receptor antagonist|Adrenergic receptor antagonist|Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor
538	BRD-A33711280	metixene	-0.48985731157787515	Acetylcholine receptor antagonist
539	BRD-A83937277	mephenytoin	-0.4897912207750951	Hydantoin antiepileptic
540	BRD-A17757596	BRD-A17757596	-0.4897233995908899	-
541	BRD-K73999723	telmisartan	-0.48962296291135216	Angiotensin receptor antagonist
542	BRD-K25375605	BRD-K25375605	-0.4895700214583589	-
543	BRD-A51393488	noscapine	-0.4894843716268081	Bradykinin receptor antagonist|Tubulin inhibitor
544	BRD-K78716413	BRD-K78716413	-0.48942103231254686	-
545	BRD-K71926323	marbofloxacin	-0.489303654606824	Bacterial DNA inhibitor
546	BRD-K98714523	SA-103006	-0.4892915756731906	-
547	BRD-K71574320	BRD-K71574320	-0.4892435820079618	-
548	BRD-K58547240	BRD-K58547240	-0.489206336392359	-
549	BRD-K17693482	BRD-K17693482	-0.48916387880264856	-
550	BRD-K90446118	BRD-K90446118	-0.4891504371117424	-
551	BRD-K46937689	phenazone	-0.4890788955755549	Cyclooxygenase inhibitor
552	BRD-A64479082	quinidine	-0.4890733973158817	Sodium channel inhibitor
553	BRD-A24891640	nimodipine	-0.4890559160558201	Calcium channel blocker
554	BRD-A34751532	homosalate	-0.48898205517425813	HSP inducer
555	BRD-K77925998	quipazine	-0.48897441408245784	Serotonin receptor agonist
556	BRD-K89162000	tandutinib	-0.4889635933593274	FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor
557	BRD-K76600340	nicotinyl-alcohol-tartrate	-0.48888106135968	-
558	BRD-K54987996	CAY-10578	-0.4888803559117632	-
559	BRD-K21165668	BRD-K21165668	-0.48880304648584205	-
560	BRD-K46766488	S-14506	-0.48878213729258974	-
561	BRD-K96403486	BRD-K96403486	-0.4887382220656795	-
562	BRD-K08339178	BRD-K08339178	-0.4887001494292604	-
563	BRD-A08610364	BRD-A08610364	-0.4886942798349096	-
564	BRD-K96809896	SKF-86002	-0.4886710559685228	-
565	BRD-K79382620	TH02453-036-P1	-0.4886251093251652	-
566	BRD-K68867920	quetiapine	-0.4886017390088329	Dopamine receptor antagonist|Serotonin receptor antagonist
567	BRD-K41059137	BRD-K41059137	-0.48858122601720844	-
568	BRD-K16554956	PTB1	-0.48855754376359906	-
569	BRD-A27489425	rolitetracycline	-0.4885522221361442	-
570	BRD-A17718497	BRD-A17718497	-0.48844009966708335	-
571	BRD-K37991163	paroxetine	-0.4884065769902775	Selective serotonin reuptake inhibitor
572	BRD-A56800788	BRD-A56800788	-0.48826667427300385	-
573	BRD-A94624445	bucladesine	-0.48826160870423707	Adenosine receptor agonist
574	BRD-K99433267	BRD-K99433267	-0.48824052757001607	-
575	BRD-K74109131	BRD-K74109131	-0.4882155700781186	-
576	BRD-K84639753	safinamide	-0.48820916541433296	Monoamine oxidase inhibitor
577	BRD-A89175223	bisoprolol	-0.48819384262817245	Adrenergic receptor antagonist
578	BRD-A03623303	metoprolol	-0.4881905016023929	Adrenergic receptor antagonist
579	BRD-K11181277	BRD-K11181277	-0.48818946783534084	-
580	BRD-U94846492	quinine	-0.48798776521250853	Hemozoin biocrystallization inhibitor
581	BRD-K65258912	BRD-K65258912	-0.4879126347697903	-
582	BRD-K50907285	BRD-K50907285	-0.4877941377622983	-
583	BRD-K86631041	BRD-K86631041	-0.487673229563163	-
584	BRD-K90864987	cobalt(II)-chloride	-0.48749908973903916	-
585	BRD-K50384076	7,4'-dihydroxyflavone	-0.48748016090572294	-
586	BRD-A10303790	talampicillin	-0.48743891095259245	Bacterial cell wall synthesis inhibitor
587	BRD-K19507340	megestrol	-0.4873617648266002	Progesterone receptor agonist
588	BRD-K18059480	BRD-K18059480	-0.48730948737654534	-
589	BRD-K90027355	spironolactone	-0.4873052078216676	Mineralocorticoid receptor antagonist
590	BRD-K94412972	dihydrorobustic-acid	-0.4872911508325972	-
591	BRD-K59488055	BRD-K59488055	-0.4872287704044554	-
592	BRD-K68077509	brucine	-0.487088062309905	Glycine receptor antagonist
593	BRD-K68558722	deracoxib	-0.48700268351427134	Cyclooxygenase inhibitor
594	BRD-K25741894	skimmianine	-0.4867650444549264	Acetylcholinesterase inhibitor|Furoquinoline alkaloid
595	BRD-A10355991	norketamine	-0.48671083306515023	Glutamate receptor antagonist
596	BRD-K85694079	BRD-K85694079	-0.48663171110206976	-
597	BRD-A97674275	ranolazine	-0.48662445309064856	Sodium channel inhibitor
598	BRD-K64409586	KU-C104488	-0.4866041877323362	-
599	BRD-K37549600	BRD-K37549600	-0.48652504821444537	-
600	BRD-A35338386	NECA	-0.486417498480284	-
601	BRD-K27630390	BRD-K27630390	-0.48624713907664646	-
602	BRD-K02265150	amoxapine	-0.4862352059199532	Norepinephrine inhibitor
603	BRD-K46469693	SCH-442416	-0.48619599623048904	-
604	BRD-K32830106	guanfacine	-0.486182093131503	Adrenergic receptor agonist
605	BRD-K92726801	hydrastinine	-0.48617210331170096	Haemostatic agent
606	BRD-K89329876	BRD-K89329876	-0.48615394528921557	-
607	BRD-K86652643	BRD-K86652643	-0.48607146579464383	-
608	BRD-K69304050	BRD-K69304050	-0.48593521849858085	-
609	BRD-K14767410	SC-560	-0.48585416602133324	-
610	BRD-K31553034	zibotentan	-0.48578294693678015	Endothelin receptor antagonist
611	BRD-K71430621	clobenpropit	-0.4857481684149366	Histamine receptor antagonist
612	BRD-A53952395	prilocaine	-0.4856910663562134	Anesthetic - local
613	BRD-K80315159	DPPE	-0.48564862434467065	-
614	BRD-K94572506	BRD-K94572506	-0.4856182135448597	-
615	BRD-A78322124	dobutamine	-0.4855865819695548	Adrenergic receptor agonist
616	BRD-K05114711	RAN-27	-0.48557082356023995	-
617	BRD-A41722204	sulmazole	-0.4854767294339779	Adenosine receptor antagonist
618	BRD-K68402494	ML-9	-0.48541359160923575	-
619	BRD-K76810206	nicergoline	-0.48537206482567774	Adrenergic receptor antagonist
620	BRD-A69917777	aminopentamide	-0.4853411479631255	Acetylcholine receptor antagonist
621	BRD-K16621777	enobosarm	-0.48525067467845007	Androgen receptor antagonist
622	BRD-K36927236	glibenclamide	-0.48517771597790954	ATP channel blocker|Insulin secretagogue|Sulfonylurea
623	BRD-K78524708	BRD-K78524708	-0.48508956684585525	-
624	BRD-A75471153	BRD-A75471153	-0.484915520865835	-
625	BRD-K39987650	bisacodyl	-0.48488132185252236	Laxative
626	BRD-K98530306	clonidine	-0.4847965879977039	Adrenergic receptor agonist
627	BRD-K64514229	toltrazuril	-0.48471079479707135	Antiprotozoal
628	BRD-K45479396	BP-554	-0.48461541070337805	-
629	BRD-K89085489	fenretinide	-0.48457489520572605	Retinoid receptor agonist
630	BRD-K19360254	ergocornine	-0.48455095620904703	Dopamine receptor agonist
631	BRD-A60571864	budesonide	-0.48453654055261225	Glucocorticoid receptor agonist
632	BRD-K18779551	bifemelane	-0.48450853781770875	Acetylcholine receptor agonist
633	BRD-K41185612	BRD-K41185612	-0.48448982435298293	-
634	BRD-K28115081	apafant	-0.48445581841382834	Platelet activating factor receptor antagonist
635	BRD-K41429297	BRD-K41429297	-0.4844331663524909	-
636	BRD-K71671265	JAS07-002	-0.4844198926149779	-
637	BRD-K72676686	fluvoxamine	-0.4844088485453053	Selective serotonin reuptake inhibitor
638	BRD-K03670461	tyrphostin-AG-82	-0.4843642990794415	-
639	BRD-K67808578	BRD-K67808578	-0.48434507929698134	-
640	BRD-K21482967	BRD-K21482967	-0.48430868279543465	-
641	BRD-K70500696	KB188-III-56	-0.4842944834133693	-
642	BRD-K71289571	zafirlukast	-0.4842812067448887	Leukotriene receptor antagonist
643	BRD-K52662033	lidocaine	-0.4842171556539466	Histamine receptor agonist
644	BRD-A35511923	L-803087	-0.4841750845537386	-
645	BRD-K01779529	fluoropyruvate	-0.48408311991479386	PDK inhibitor
646	BRD-K52459643	prostaglandin-e1	-0.48393639362514995	-
647	BRD-K25460880	BRD-K25460880	-0.48389435404071307	-
648	BRD-A65550283	ginsenoside	-0.4838892600728171	Steroid
649	BRD-K90543092	levonorgestrel	-0.4838887742395708	Glucocorticoid receptor antagonist
650	BRD-K86873305	piperacillin	-0.4837902341335295	Bacterial cell wall synthesis inhibitor
651	BRD-K00289828	BRD-K00289828	-0.4836427480396312	-
652	BRD-A15415227	GW-1929	-0.48358879712361097	-
653	BRD-K95842463	BRD-K95842463	-0.4834868779419775	-
654	BRD-K32821942	azathioprine	-0.48347351397489713	Dehydrogenase inhibitor
655	BRD-K61192372	capecitabine	-0.4834389428671233	Thymidylate synthase inhibitor
656	BRD-K75699339	rizatriptan	-0.4833895735332453	Serotonin receptor agonist
657	BRD-K41303952	BRD-K41303952	-0.4833832194629133	-
658	BRD-A77704559	BRD-A77704559	-0.4833358441398487	-
659	BRD-K11696279	BU-239	-0.48332143429069224	-
660	BRD-K71799949	carbamazepine	-0.48327735663953103	Carboxamide antiepileptic
661	BRD-K36087356	BRD-K36087356	-0.48325930896784397	-
662	BRD-K86204871	terconazole	-0.4832280351993756	Sterol demethylase inhibitor
663	BRD-K51608872	BRD-K51608872	-0.4832255867738012	-
664	BRD-K35498378	alrestatin	-0.4832003980986138	Aldose reductase inhibitor
665	BRD-K82036761	sertraline	-0.4831155990385488	Serotonin receptor antagonist
666	BRD-K94304934	BRD-K94304934	-0.48310887007199804	-
667	BRD-K40949493	BRD-K40949493	-0.4831031859689386	-
668	BRD-K75181824	acetyl-geranygeranyl-cysteine	-0.4829426312113902	-
669	BRD-K20859359	BRD-K20859359	-0.48288528047377277	-
670	BRD-A55756846	H-7	-0.4828831704004527	-
671	BRD-K76079827	BRD-K76079827	-0.48279783957132844	-
672	BRD-A03816571	CP-55940	-0.4827936156537779	-
673	BRD-K15791587	L-733060	-0.4826855513639464	-
674	BRD-A32595718	BJM-CSC-15	-0.4826847196018102	-
675	BRD-A69636825	diltiazem	-0.4825343502709455	Calcium channel blocker
676	BRD-K43164539	cholic-acid	-0.48252978957665166	Bile acid
677	BRD-K70778732	trazodone	-0.48235905160821385	Adrenergic receptor antagonist|Serotonin receptor antagonist|Serotonin reuptake inhibitor
678	BRD-K76534306	enrofloxacin	-0.48235725322391787	Bacterial DNA inhibitor
679	BRD-A69951442	dexamethasone	-0.4823505758335301	Glucocorticoid receptor agonist|Corticosteroid agonist|Cytochrome P450 inhibitor
680	BRD-K44978960	BRD-K44978960	-0.4823307664329607	-
681	BRD-A09094913	strychnine	-0.48232918801332864	Acetylcholine receptor antagonist
682	BRD-K70415218	BRD-K70415218	-0.4823249119389556	-
683	BRD-K37270826	mifepristone	-0.4823049370578358	Glucocorticoid receptor antagonist
684	BRD-K01926222	VU-0402604	-0.482272592552869	-
685	BRD-K06854232	AM-580	-0.48226341753130236	-
686	BRD-K30197592	5-methoxytryptamine	-0.48223161580924595	Serotonin receptor agonist
687	BRD-K45216862	BRD-K45216862	-0.4821324175514572	-
688	BRD-K08451418	BRD-K08451418	-0.48209932211386275	-
